Timestamp,Open,High,Low,Close,Volume,rsi,short_term_ma,long_term_ma,macd,adx,di_plus,di_minus,BB_middle,BB_upper,BB_lower,KAMA,ST_DIR,Tenkan-sen,Kijun-sen,Senkou Span A,Senkou Span B,Chikou Span,TREND_UP,TREND_DOWN,MARKET_STRUCTURE_TREND
2023-03-24 11:00:00,28274.58,28295.72,27934.48,28080.0,14569.39777,54.10502826393822,27938.134285714284,27918.026071428576,-21.417836148142612,24.61739255652269,20.84332259728948,15.474161282278384,27955.3385,28916.66608682474,26994.01091317526,27686.82475955291,-1.0,27484.05,26256.55,24165.7325,22967.98,28274.59,True,False,UPTREND
2023-03-24 15:00:00,28079.99,28253.01,27835.0,28018.04,14181.52699,53.251871194161424,27932.016428571427,27919.639285714286,-34.13342656920139,23.635728140267844,19.778931249627107,15.899253111729434,27980.978000000003,28918.82773599678,27043.128264003226,27713.69099850256,-1.0,27600.05,26256.55,24125.065000000002,22967.98,28080.0,True,False,UPTREND
2023-03-24 19:00:00,28018.04,28059.63,27523.81,27821.6,20321.9705,50.53133006972567,27910.506428571425,27939.368928571428,-55.313373678697985,21.985969988138976,18.476454571178223,18.67675271700543,27970.051500000005,28910.088982394227,27030.014017605783,27717.68860472851,-1.0,27649.61,26327.0,23937.8475,22967.98,28018.04,False,True,DOWNTREND
2023-03-24 23:00:00,27821.59,27860.0,27000.0,27454.47,19283.70585,45.8199349982118,27829.035,27913.345357142858,-91.45529442265934,21.571250646404877,16.588316838504408,22.99244405523251,27940.722000000005,28907.650115666893,26973.793884333118,27714.422267540835,-1.0,27649.61,26423.175,23937.8475,22967.98,27821.6,False,True,DOWNTREND
2023-03-25 03:00:00,27454.46,27658.2,27420.0,27581.65,7631.30004,47.64115528229783,27894.343571428577,27891.656785714287,-103.32631665481861,21.186154114794643,16.097629392770948,22.312320583124492,27913.462500000005,28888.999447270187,26937.925552729823,27713.856960093537,-1.0,27672.0,26493.614999999998,23941.295,22967.98,27454.47,False,True,DOWNTREND
2023-03-25 07:00:00,27581.65,27608.2,27375.9,27485.36,7176.48565,46.37026065559894,27911.085714285717,27884.18892857143,-113.38834306078647,20.919104954163604,15.612597902644175,22.212038412684745,27882.457000000002,28871.621628245666,26893.292371754338,27652.871709343995,-1.0,27791.059999999998,26546.0,23941.295,22967.98,27581.65,False,True,DOWNTREND
2023-03-25 11:00:00,27485.37,27537.79,27309.8,27457.2,7012.9894,45.98392089569776,27918.258571428574,27872.478214285715,-117.18272547222213,20.811637969468308,15.130739499183052,22.421306739266527,27847.61,28845.541253702148,26849.678746297854,27604.899882069192,-1.0,27798.235,26547.760000000002,23955.66,22967.98,27485.36,False,True,DOWNTREND
2023-03-25 15:00:00,27457.19,27787.33,27357.14,27647.43,10741.6268,49.07085456888926,27919.365714285716,27869.993214285718,-102.64553952028153,19.958507003261843,17.661043434058985,21.098131248462067,27824.797000000002,28818.932821009632,26830.661178990373,27609.956599124147,-1.0,27798.235,26681.0,24233.894999999997,22967.98,27457.2,False,True,DOWNTREND
2023-03-25 19:00:00,27647.44,27730.0,27159.57,27189.68,11693.92908,42.74113688809534,27891.162142857145,27848.649999999998,-118.49916482177977,19.622182125308353,16.288388494486718,22.15026769240132,27778.144000000004,28800.579396973826,26755.70860302618,27537.865496208236,-1.0,27798.235,27064.0,24630.0375,22967.98,27647.43,False,True,DOWNTREND
2023-03-25 23:00:00,27189.69,27529.29,27156.09,27462.95,6587.75005,47.12595461990631,27811.310714285715,27847.139285714286,-105.64801644336809,19.31791152877922,15.442733614742556,21.048689768591547,27721.538000000004,28676.681588336753,26766.394411663256,27530.678228212622,-1.0,27806.68,27195.010000000002,24969.22,23259.545,27189.68,False,True,DOWNTREND
2023-03-26 03:00:00,27462.96,27650.0,27417.76,27529.26,5328.00445,48.16328723271347,27751.25857142857,27828.89392857143,-88.44586096361255,18.646293148408763,16.671119515734144,20.340961427272816,27764.6345,28588.219948721668,26941.049051278333,27530.59492403415,-1.0,27887.55,27295.095,24983.97,23259.545,27462.95,False,True,DOWNTREND
2023-03-26 07:00:00,27529.27,27570.93,27462.15,27504.94,3807.16894,47.79294054004845,27694.796428571426,27809.746785714287,-75.00055280511108,18.02264750949334,16.393084866132607,20.00172253706796,27777.333000000002,28574.99493678365,26979.671063216356,27529.194740542604,-1.0,27870.824999999997,27368.0,25068.3375,23259.545,27529.26,False,True,DOWNTREND
2023-03-26 11:00:00,27504.94,27915.08,27480.01,27865.95,8183.69994,53.50788481286296,27669.50857142857,27800.429285714286,-39.8529872065785,17.087319007046258,20.595822084904864,18.661216207894473,27802.7915,28576.066439605478,27029.51656039452,27531.239610818175,-1.0,27870.824999999997,27525.0,25945.9775,23652.965,27504.94,True,False,UPTREND
2023-03-26 15:00:00,27865.96,28194.4,27695.0,27803.89,17696.05035,52.44505306397523,27635.88714285714,27789.65857142857,-19.853866566567177,16.935735728953144,23.29926544538282,17.233478284939196,27811.389500000005,28580.477978996416,27042.301021003594,27541.006560667447,-1.0,27870.824999999997,27525.0,26007.6575,23652.965,27865.95,True,False,UPTREND
2023-03-26 19:00:00,27803.89,27934.57,27635.18,27827.95,5605.98308,52.83618582204528,27617.88357142857,27778.008928571428,-4.856656517427314,16.59978188073675,22.2025719386574,17.362786243894977,27823.560500000003,28585.201045566828,27061.91995443318,27548.185957243626,-1.0,27870.824999999997,27525.0,26008.5375,23652.965,27803.89,True,False,UPTREND
2023-03-26 23:00:00,27827.95,28143.0,27670.71,27968.05,9050.79677,55.1494410101239,27614.312857142857,27773.164642857144,13.635745355977686,16.801201969961436,23.826297312235397,16.077177019829342,27792.919500000004,28471.00343243778,27114.835567562226,27573.004923919794,-1.0,28019.55,27657.0,26075.1575,23652.965,27827.95,True,False,UPTREND
2023-03-27 03:00:00,27968.05,28023.86,27781.6,27888.68,6854.66298,53.54710515551939,27619.104285714286,27764.805357142857,19.31232218830705,16.988234909955793,22.890043031557788,15.445424397557764,27768.854000000007,28392.69885046218,27145.009149537833,27588.187702500778,-1.0,27759.16,27723.025,26266.6575,23652.965,27968.05,True,False,UPTREND
2023-03-27 07:00:00,27888.68,27935.17,27666.0,27808.81,8855.5393,51.91256019439366,27644.414285714283,27736.72464285714,16.582687110378206,16.735082065120352,21.862123251925425,16.68042624978808,27744.524000000005,28317.808657993115,27171.239342006895,27591.717333675533,-1.0,27734.925,27723.025,26332.1625,23652.965,27888.68,True,False,UPTREND
2023-03-27 11:00:00,27808.8,27996.28,27768.55,27892.69,7616.84015,53.51732505919892,27666.631428571425,27780.4875,19.139640395660557,16.67125442280533,22.057571322681643,16.02476058927582,27728.159500000005,28261.599476220646,27194.719523779364,27644.55121905186,-1.0,27734.925,27734.925,26382.205,23652.965,27808.81,True,False,UPTREND
2023-03-27 15:00:00,27892.69,27923.42,26508.14,26903.62,39066.20195,37.58838935816392,27625.07857142857,27768.082142857143,-43.640700372788686,17.500531848568354,17.46336887616121,31.236146098126937,27659.611000000004,28247.014321994593,27072.207678005416,27601.571801315935,-1.0,27734.925,27734.925,26418.6575,23706.975,27892.69,False,True,DOWNTREND
2023-03-27 19:00:00,26903.63,27313.42,26858.79,26968.94,16613.0284,38.882180119201564,27590.202857142856,27754.230714285713,-76.69396952124195,18.270575172491164,16.28964872713674,29.13675197129895,27604.058000000005,28232.76250770133,26975.35349229868,27564.751414058683,-1.0,27734.925,27734.925,26497.1575,23760.934999999998,26903.62,False,True,DOWNTREND
2023-03-27 23:00:00,26968.93,27255.0,26877.82,27124.91,9033.1962,41.97526203901414,27552.88,27736.122857142855,-83.42230680545885,18.985615401848058,15.36687075231129,27.48620975105596,27559.401500000004,28191.165463293728,26927.63753670628,27551.025870157566,-1.0,27734.925,27734.925,26489.16,23760.934999999998,26968.94,False,True,DOWNTREND
2023-03-28 03:00:00,27124.9,27176.05,26800.0,26971.71,11049.59827,39.84235957802572,27537.31071428571,27714.23642857143,-92.83834704806426,19.795753194395985,14.485802254652308,27.096777690837023,27516.907000000007,28187.54922094142,26846.264779058594,27476.65606181332,-1.0,27734.925,27734.925,26495.447500000002,23760.934999999998,27124.91,False,True,DOWNTREND
2023-03-28 07:00:00,26971.71,27142.25,26872.11,26962.88,9458.87712,39.7170911479811,27501.591428571428,27656.45107142857,-94.02042954919914,20.54802400176192,13.870559917117793,25.94592083437196,27492.327500000007,28207.18180194203,26777.47319805798,27414.051986790473,-1.0,27734.925,27734.925,26806.7375,24070.515,26971.71,False,True,DOWNTREND
2023-03-28 11:00:00,26962.89,27155.38,26631.78,27057.36,15726.76618,41.82474245848679,27467.884285714284,27609.571428571428,-83.17236571191364,21.708003928593364,12.741015935822496,27.570836657157006,27466.113000000005,28205.21678355623,26727.00921644378,27378.587102574606,-1.0,27734.925,27734.925,26813.7875,24077.565,26962.88,False,True,DOWNTREND
2023-03-28 15:00:00,27057.36,27210.0,26835.31,26998.63,15937.25349,40.86822018648928,27431.719285714287,27563.257857142857,-74.9406502723046,22.56831454127486,12.84945650982066,25.94273308758496,27441.776500000004,28209.703033938717,26673.84996606129,27319.439417888763,-1.0,27675.9,27734.925,26870.3,24191.17,27057.36,False,True,DOWNTREND
2023-03-28 19:00:00,26998.63,27520.0,26745.0,27425.99,18090.07394,49.85506842106958,27400.29357142857,27534.901071428572,-37.588398340846155,22.226142332650614,16.005596926484756,22.92699572505031,27440.216,28208.137410902094,26672.294589097906,27323.538504137094,-1.0,27927.5,27734.925,26928.3,24191.17,26998.63,False,True,DOWNTREND
2023-03-28 23:00:00,27425.98,27492.8,27095.66,27261.07,8339.87441,46.893233972181456,27361.520714285714,27498.703928571427,-21.654279425507724,21.90841099607096,15.040717689059026,21.54486781983959,27420.898,28186.305712243524,26655.49028775648,27320.66925891475,-1.0,28004.0,27734.925,26988.305,24343.315000000002,27425.99,False,True,DOWNTREND
2023-03-29 03:00:00,27261.06,27479.36,27240.1,27367.45,7124.26009,48.99802880224423,27328.627857142856,27473.25571428571,-2.616837513158927,21.613374754961278,14.474584843778581,20.73391866354305,27429.786500000006,28187.983447730723,26671.589552269288,27322.668131798688,-1.0,28012.96,27734.925,27036.3925,24371.3,27261.07,False,True,DOWNTREND
2023-03-29 07:00:00,27367.44,28164.48,27349.68,28086.82,22445.56265,60.42146269143803,27337.11142857143,27475.712142857144,56.493287015046604,20.885520219425224,22.918178412362575,18.218918637031305,27460.980000000007,28274.25536844914,26647.704631550874,27463.323171167955,-1.0,27875.0,27734.925,27082.8075,24371.3,27367.45,True,False,UPTREND
2023-03-29 11:00:00,28086.82,28650.0,28040.34,28353.99,23446.56936,63.675547308217396,27370.347857142857,27494.726071428573,108.63443506051166,21.21633887043574,27.968412845028315,16.596732919113016,27502.216500000002,28408.39710723989,26596.035892760116,27644.70591118201,1.0,27823.525,27734.925,27168.53,24378.195,28086.82,True,False,UPTREND
2023-03-29 15:00:00,28354.0,28590.0,28230.85,28442.79,16417.40637,64.71398786082774,27415.632142857146,27530.023214285717,142.0434819712546,21.52352761780265,26.473023197592777,15.709353906009458,27549.109000000004,28548.184214678568,26550.03378532144,27802.284490981754,1.0,27719.0,27734.925,27172.9975,24378.195,28353.99,True,False,UPTREND
2023-03-29 19:00:00,28442.8,28448.68,28135.82,28419.49,11647.76233,64.19540975852057,27453.260714285716,27559.94607142857,154.48254740514756,21.49624538196836,25.20859535975908,16.40980870322998,27576.786000000004,28641.341567369127,26512.23043263088,27962.47511076409,1.0,27687.15,27734.925,27239.6175,24406.925,28442.79,True,False,UPTREND
2023-03-29 23:00:00,28419.49,28500.0,28211.0,28348.6,8404.59928,62.553013354730375,27556.47357142857,27590.776071428572,149.7367787455506,21.58283759096982,24.870634367370172,15.665476836738451,27604.021500000006,28719.68588225027,26488.357117749743,28050.44222028205,1.0,27667.66,27734.925,27431.1175,24613.879999999997,28419.49,True,False,UPTREND
2023-03-30 03:00:00,28348.6,29184.68,28090.06,28489.18,28533.03962,64.49305292826172,27665.062142857143,27627.6325,147.62291099698857,22.889354170565518,30.75347371444225,13.219614048335345,27637.083000000002,28817.971038457665,26456.19496154234,28152.171828917766,1.0,27647.86,27734.925,27500.845,25142.940000000002,28348.6,True,False,UPTREND
2023-03-30 07:00:00,28489.19,28775.6,28442.79,28725.01,11891.4425,67.53191240234284,27779.355,27666.117499999997,153.0116501948727,24.102548137332953,29.25776412913122,12.576671932924102,27674.931,28945.59226482725,26404.26973517275,28311.655698118848,1.0,27626.504999999997,27734.925,27591.322500000002,25142.940000000002,28489.18,True,False,UPTREND
2023-03-30 11:00:00,28725.0,28748.76,28500.0,28644.79,10631.82494,65.47901285844428,27898.860714285718,27718.085714285717,142.30207431247717,25.229085392188427,28.155501140687093,12.102855822838524,27712.7365,29053.24763310941,26372.225366890587,28379.50479757604,1.0,27529.815000000002,27734.925,27619.4125,25142.940000000002,28725.01,True,False,UPTREND
2023-03-30 15:00:00,28644.79,28691.45,28169.5,28300.33,17202.57157,57.40891482559988,27994.39285714286,27747.99214285714,104.87628537915086,25.0953783259161,25.946687624820107,16.12088600991615,27737.3125,29103.025298179135,26371.599701820865,28368.909766826204,1.0,27430.0,27734.925,27697.9125,25215.5,28644.79,True,False,UPTREND
2023-03-30 19:00:00,28300.32,28301.01,27686.0,27986.09,20579.80879,51.20843189557795,28060.730714285717,27764.307500000003,54.35674891553242,23.589124617654416,23.597588358905252,21.778974489021234,27741.982500000002,29110.568114326656,26373.396885673348,28349.087372248025,1.0,27535.585,27734.925,27697.9125,26113.5,28300.33,True,False,UPTREND
2023-03-30 23:00:00,27986.1,28197.96,27786.66,28028.53,10026.74514,51.96303798364764,28134.295000000002,27783.007142857143,20.917217053432523,22.19046045998285,22.153096493541018,20.445806412398937,27798.228000000003,29113.151486724917,26483.30451327509,28346.697467885442,1.0,27675.245000000003,27734.925,27697.9125,26184.475,27986.09,True,False,UPTREND
2023-03-31 03:00:00,28028.53,28375.0,27916.34,28168.41,11765.30998,54.462844299923226,28187.325000000004,27793.809285714287,6.106775290917341,21.31990234257656,23.279321729342083,19.04569935532094,27858.201500000003,29122.300317577494,26594.102682422512,28343.203618182142,1.0,27675.245000000003,27734.925,27838.275,26316.475,28028.53,True,False,UPTREND
2023-03-31 07:00:00,28168.41,28219.36,27511.71,27738.48,15529.91399,46.46011827622881,28221.425714285717,27791.473214285714,-32.628787468447456,20.12943805689606,20.90116820199622,22.941336335390584,27888.88,29106.992090097567,26670.767909902435,28289.7493994908,1.0,27675.245000000003,27734.925,27741.0925,26382.5,28168.41,False,True,DOWNTREND
2023-03-31 11:00:00,27738.48,27992.05,27688.0,27927.97,10543.8057,49.95078306993965,28261.46285714286,27795.04535714286,-44.72526542598922,19.02400693447845,19.957774739753614,21.905858006870687,27936.693000000003,29075.726904030205,26797.6590959698,28273.274602330624,1.0,27675.245000000003,27675.9,27728.975,26382.5,27738.48,True,False,UPTREND
2023-03-31 15:00:00,27927.97,28656.69,27870.93,28494.99,24322.41408,58.64045294297464,28290.617857142857,27813.864642857145,-15.295743203584493,18.845992076318286,27.170187397489162,19.461183008260182,28013.298500000004,29080.38083221088,26946.216167789127,28275.491822144755,1.0,27675.245000000003,27875.0,27734.925,26382.5,27927.97,True,False,UPTREND
2023-03-31 19:00:00,28495.0,28541.18,28262.87,28469.31,9395.77884,58.1480479413549,28298.855000000003,27834.601428571426,0.8288600024586117,18.68069256516956,26.060827059251583,18.66658176945746,28083.896,29068.31196630253,27099.48003369747,28276.429798471534,1.0,27806.08,27875.0,27734.925,26382.5,28494.99,True,False,UPTREND
2023-03-31 23:00:00,28469.31,28632.94,28337.46,28465.36,6640.8988,58.06727918865211,28300.467142857142,27858.049642857142,9.153788078612479,18.71437833682985,26.283554365779953,17.83402595558638,28157.232500000002,29011.10946916987,27303.355530830133,28280.010497938852,1.0,27351.27,27629.07,27734.925,26382.5,28469.31,True,False,UPTREND
2023-04-01 03:00:00,28465.36,28819.71,28408.57,28541.1,7594.11361,59.2364896725799,28309.153571428567,27881.20714285714,17.218390697103843,19.117481273984808,27.482849882187995,16.716783083700523,28212.988000000005,29009.522344707577,27416.453655292433,28282.307206827383,1.0,27351.27,27629.07,27734.925,26382.5,28465.36,True,False,UPTREND
2023-04-01 07:00:00,28541.1,28625.1,28351.35,28424.99,5673.20621,56.62966020462962,28314.610000000004,27935.541785714286,12.414403567949023,19.307018286638886,26.30137177657638,16.89671626593701,28271.184,28933.680006244795,27608.687993755208,28283.848405174405,1.0,27351.27,27577.595,27734.925,26382.5,28541.1,True,False,UPTREND
2023-04-01 11:00:00,28424.98,28485.11,28360.65,28372.85,4134.1087,55.44959030198714,28306.300714285717,27985.68142857143,3.8505876520094375,19.483016941246245,25.759175876983157,16.548394879744517,28321.454000000005,28829.875484220156,27813.032515779854,28287.636838820246,1.0,27325.57,27473.07,27734.925,26382.5,28424.99,True,False,UPTREND
2023-04-01 15:00:00,28372.84,28473.9,28220.27,28400.07,5187.63015,55.965482309391064,28283.090714285714,28031.222857142857,-1.565093193730661,19.160413881100638,24.64424276060612,18.227771046363454,28337.116500000004,28834.278976895046,27839.95402310496,28292.224973439086,1.0,27325.57,27441.22,27734.925,26382.5,28372.85,True,False,UPTREND
2023-04-01 19:00:00,28400.07,28443.04,28280.0,28381.98,3397.25326,55.5054610096564,28264.31857142857,28081.589642857143,-7.611696211661865,18.860853896679718,23.927293123483185,17.697489229056412,28338.516000000003,28836.035924314907,27840.9960756851,28294.242967097296,1.0,27266.0,27421.73,27705.4125,26382.5,28400.07,True,False,UPTREND
2023-04-01 23:00:00,28381.97,28577.0,28379.63,28452.73,4252.1356,56.99432829003826,28275.204285714284,28134.798571428575,-8.049866253478683,18.936434497347587,25.533087381162105,17.050808662922694,28339.013000000003,28836.991162112394,27841.03483788761,28324.8907994409,1.0,27252.21,27401.93,27831.2125,26495.525,28381.98,True,False,UPTREND
2023-04-02 03:00:00,28452.74,28530.0,28355.0,28476.59,3671.10292,57.51069423026671,28310.239999999998,28185.48535714286,-7.923872544530212,18.908964508698393,24.67223585806094,16.950454785789546,28341.868,28842.43684486162,27841.29915513838,28349.334980832627,1.0,27252.21,27380.574999999997,27869.4625,26495.525,28452.73,True,False,UPTREND
2023-04-02 07:00:00,28476.58,28490.4,28381.54,28416.38,2774.33739,55.693427522123166,28337.943571428572,28236.11928571429,-12.797967613475322,18.883456662095572,24.12729604497459,16.576067246863722,28345.256999999998,28846.934304967825,27843.57969503217,28351.147731997728,1.0,27215.78,27351.27,27873.942499999997,26525.025,28476.59,True,False,UPTREND
2023-04-02 11:00:00,28416.37,28450.9,28306.8,28357.93,3482.11028,53.912444989544234,28351.480714285713,28269.402857142857,-20.409025097743722,18.533126307194124,23.390808185604588,17.653318759843987,28338.694499999998,28835.8582470151,27841.530752984894,28351.410743527882,1.0,27075.89,27351.27,27804.9625,26621.199999999997,28416.38,True,False,UPTREND
2023-04-02 15:00:00,28357.93,28361.0,28037.59,28124.81,10410.79993,47.40171782154652,28379.075714285715,28300.250714285714,-40.43708843267336,17.27047786772179,21.78363927523125,22.1598164167417,28308.6845,28779.41985322692,27837.94914677308,28324.71238027624,1.0,27398.129999999997,27351.27,27779.225,26691.64,28357.93,False,True,DOWNTREND
2023-04-02 19:00:00,28124.8,28229.9,27856.43,27943.85,9548.76463,43.055087717755804,28380.21,28320.83642857143,-63.77709265374489,16.708410094969377,20.068795492744165,24.233929006083137,28273.6375,28743.381524756584,27803.893475243418,28232.448457646766,1.0,27640.89,27579.07,27726.9625,26744.025,28124.81,False,True,DOWNTREND
2023-04-02 23:00:00,27943.84,28203.35,27858.29,28171.87,7478.54177,49.35675107966779,28357.13,28323.87392857143,-61.723926627408815,16.186490020270707,18.611028600385655,22.47361312715522,28267.2145,28738.930609472176,27795.49839052782,28229.395844522354,1.0,27640.89,27579.07,27711.0375,26745.785,27943.85,False,True,DOWNTREND
2023-04-03 03:00:00,28171.87,28182.17,27560.0,27753.85,11150.24369,40.506864562223925,28306.02571428571,28302.440357142856,-84.9505260117706,16.61645591216338,16.310474259117782,25.622006089795587,28255.6025,28766.2814643878,27744.9235356122,28172.08084724421,1.0,27640.89,27579.07,27701.2925,26879.025,28171.87,False,True,DOWNTREND
2023-04-03 07:00:00,27753.85,27962.9,27588.0,27958.74,7740.46106,45.6507693677638,28269.838571428572,28285.152857142853,-82.8581354840843,17.015709954635152,15.09929132837207,23.71936758067466,28252.113000000005,28770.224685504796,27734.001314495214,28159.57532701412,1.0,27697.5,27579.07,27691.3925,27262.025,27753.85,False,True,DOWNTREND
2023-04-03 11:00:00,27958.73,28500.99,27958.73,28253.73,16752.02691,52.07549930060026,28249.312142857143,28279.23285714286,-59.0671571976286,16.206172722383947,23.821851609730427,21.260204131281185,28256.379000000004,28772.99167400533,27739.76632599468,28160.674891253675,1.0,27964.84,27846.41,27680.714999999997,27393.035,27958.74,False,True,DOWNTREND
2023-04-03 15:00:00,28253.73,28375.0,27945.19,28051.48,12843.96705,47.89509368156792,28222.632857142857,28268.62142857143,-54.52115602736413,15.408064418849367,21.885048669012118,19.787797479859357,28272.029000000006,28739.178674420695,27804.879325579317,28156.676222992646,1.0,28140.17,27846.41,27632.370000000003,27493.12,28253.73,False,True,DOWNTREND
2023-04-03 19:00:00,28051.48,28238.53,27875.0,28081.08,10815.36454,48.54610879099207,28201.792142857146,28254.04642857143,-47.355452470408935,14.418086650423694,20.376084012743146,19.754708587597257,28279.684500000003,28727.72107710033,27831.647922899676,28153.970929052182,1.0,28212.39,27846.41,27582.4625,27566.025,28051.48,False,True,DOWNTREND
2023-04-03 23:00:00,28081.08,28093.56,27200.24,27800.0,19877.9508,43.04603495174792,28158.93,28221.01035714286,-58.64234737043759,15.131904080007182,17.231849515092588,28.362008031168823,28244.935,28729.016307807062,27760.85369219294,28133.810289632696,1.0,28267.18,27846.41,27635.254999999997,27723.025,28081.08,False,True,DOWNTREND
2023-04-04 03:00:00,27800.0,27965.0,27662.79,27855.06,7378.74569,44.3754827695192,28121.29285714286,28192.805714285718,-59.31796852824297,15.794734550334708,16.314660782292517,26.852401405194676,28214.222500000003,28715.984260740974,27712.460739259033,28121.8878449271,1.0,28435.34,27846.41,27705.085,27723.025,27800.0,False,True,DOWNTREND
2023-04-04 07:00:00,27855.06,28145.0,27775.37,28021.3,7401.39758,48.29945948097859,28090.476428571426,28182.840357142857,-46.076786189131944,15.758895312763066,18.43621912273387,25.093160755801524,28192.0195,28686.232897227062,27697.806102772935,28120.984688550947,1.0,28435.34,27846.41,27705.085,27723.025,27855.06,False,True,DOWNTREND
2023-04-04 11:00:00,28021.31,28444.44,27931.2,28289.52,11327.61021,53.944672711907145,28077.114285714284,28193.67714285714,-18.19380201745602,14.76978436279722,21.996942963629042,22.85420173568667,28179.4405,28648.40514162392,27710.47585837608,28125.375101995724,1.0,28435.34,27846.41,27705.085,27723.025,28021.3,True,False,UPTREND
2023-04-04 15:00:00,28289.51,28399.0,27947.59,28030.04,11827.84541,48.434815646860834,28049.518571428573,28193.731071428574,-16.230406062246285,13.85132419497179,20.28277450008603,21.073229173292898,28159.693,28618.268343983123,27701.117656016875,28124.34999914959,1.0,28348.195,27846.41,27675.572500000002,27723.025,28289.52,False,True,DOWNTREND
2023-04-04 19:00:00,28030.05,28260.0,27971.07,28189.25,6969.29766,51.69494960948905,28037.47,28194.47535714286,-3.8590202732723764,12.998468324848176,19.248819997645754,19.998979682199376,28150.513,28598.346652297692,27702.679347702306,28126.97186244652,1.0,28348.195,27846.41,27775.1225,27723.025,28030.04,False,True,DOWNTREND
2023-04-04 23:00:00,28189.25,28305.0,28078.63,28165.47,4817.66036,51.174523745069806,28040.374285714286,28209.725000000002,2.7181646072405456,12.08868417154039,19.27480557597092,19.174265032589947,28138.783000000003,28571.115550661954,27706.450449338052,28127.684568588204,1.0,28143.655,27846.41,27840.54,27734.925,28189.25,False,True,DOWNTREND
